;index;T_amb_°C;HL_kW
0;7488;2.4;3.9464162384
900;7489;2.4;4.018563904
1800;7490;2.4;4.090711568
2700;7491;2.4;4.1628592336
3600;7492;3;4.2350068992
4500;7493;3;4.3641659552
5400;7494;3;4.4933250128
6300;7495;3;4.6224840704
7200;7496;1.6;4.7516431264
8100;7497;1.6;4.8787366192
9000;7498;1.6;5.0058301136
9900;7499;1.6;5.1329236064
10800;7500;0.3;5.2600170992
11700;7501;0.3;5.353542448
12600;7502;0.3;5.4470677968
13500;7503;0.3;5.5405931472
14400;7504;-0.2;5.634118496
15300;7505;-0.2;6.3801635232
16200;7506;-0.2;7.509008552
17100;7507;-0.2;7.93787643794286
18000;7508;0.9;8.6182986096
18900;7509;0.9;8.5579954624
19800;7510;0.9;8.78205803108571
20700;7511;0.9;8.4373891712
21600;7512;0.5;8.85832030971429
22500;7513;0.5;8.322211896
23400;7514;0.5;8.2673377664
24300;7515;0.5;8.87962935108572
25200;7516;0.1;10.6184466500571
26100;7517;0.1;10.1180826096
27000;7518;0.1;9.37710142628572
27900;7519;0.1;10.3970002445714
28800;7520;0.3;10.3888076326857
29700;7521;0.3;9.07721146331429
30600;7522;0.3;8.21403814948571
31500;7523;0.3;7.3399276944
32400;7524;0.3;7.32985152502857
33300;7525;0.3;7.0209009536
34200;7526;0.3;6.8322589536
35100;7527;0.3;6.6436169536
36000;7528;1.1;6.70652923931428
36900;7529;1.1;6.2064832384
37800;7530;1.1;6.27516866605714
38700;7531;1.1;6.42041409371429
39600;7532;2.4;5.4610080928
40500;7533;2.4;5.284897488
41400;7534;2.4;5.1087868832
42300;7535;2.4;4.9326762784
43200;7536;4;4.7565656736
44100;7537;4;4.4484616112
45000;7538;4;4.1403575504
45900;7539;4;3.8322534896
46800;7540;5.5;3.5241494272
47700;7541;5.5;3.30281533371429
48600;7542;5.5;2.8846126672
49500;7543;5.5;2.5648442864
50400;7544;6.5;2.6278759072
51300;7545;6.5;1.8894613792
52200;7546;6.5;1.53384685072
53100;7547;6.5;2.35944375113143
54000;7548;7.8;1.23822922297143
54900;7549;7.8;1.07632334576
55800;7550;7.8;0.64098889712
56700;7551;7.8;0.949380162925714
57600;7552;8.5;0.349988571428571
58500;7553;8.5;0.30624
59400;7554;8.5;0.645291428571429
60300;7555;8.5;0
61200;7556;8.1;0.22968
62100;7557;8.1;0
63000;7558;8.1;0
63900;7559;8.1;0
64800;7560;7.5;0
65700;7561;7.5;0.579446018765714
66600;7562;7.5;0.59016060912
67500;7563;7.5;0.8852409136
68400;7564;5.5;1.54124693236572
69300;7565;5.5;1.50883739152
70200;7566;5.5;1.8373535648
71100;7567;5.5;2.35180116617143
72000;7568;3;2.68031734057143
72900;7569;3;2.81374259588571
73800;7570;3;3.6362078496
74700;7571;3;3.47433024777143
75600;7572;1.6;3.5530697888
76500;7573;1.6;3.0183780352
77400;7574;1.6;3.00866913874286
78300;7575;1.6;1.948994528
79200;7576;1.2;1.41430277392
80100;7577;1.2;1.7196239168
81000;7578;1.2;2.6374250592
81900;7579;1.2;2.6365062032
82800;7580;0.1;2.6355873456
83700;7581;0.1;2.8735299648
84600;7582;0.1;3.1114725856
85500;7583;0.1;3.3494152048
86400;7584;-0.4;3.5873578256
