;index;T_amb_°C;HL_kW
0;7488;2.4;5.9196243576
900;7489;2.4;6.027845856
1800;7490;2.4;7.85319878057143
2700;7491;2.4;6.2442888504
3600;7492;3;6.3525103488
4500;7493;3;6.5462489328
5400;7494;3;6.77006466205714
6300;7495;3;6.9337261056
7200;7496;1.6;7.1274646896
8100;7497;1.6;7.3181049288
9000;7498;1.6;7.5087451704
9900;7499;1.6;7.6993854096
10800;7500;0.3;7.8900256488
11700;7501;0.3;8.030313672
12600;7502;0.3;8.1706016952
13500;7503;0.3;8.3108897208
14400;7504;-0.2;8.451177744
15300;7505;-0.2;9.5702452848
16200;7506;-0.2;10.689312828
17100;7507;-0.2;11.8083803712
18000;7508;0.9;12.9274479144
18900;7509;0.9;12.8369931936
19800;7510;0.9;13.2004299037714
20700;7511;0.9;12.7353780425143
21600;7512;0.5;12.565629036
22500;7513;0.5;12.6692492725714
23400;7514;0.5;12.7400580781714
24300;7515;0.5;12.4116611694857
25200;7516;0.1;12.7176185465143
26100;7517;0.1;12.1475353429714
27000;7518;0.1;12.1680578537143
27900;7519;0.1;13.4901003668572
28800;7520;0.3;15.0008085918857
29700;7521;0.3;14.8271057664
30600;7522;0.3;13.5514857956571
31500;7523;0.3;14.3129086844571
32400;7524;0.3;13.9095258589714
33300;7525;0.3;12.2266085732571
34200;7526;0.3;12.0502827161143
35100;7527;0.3;9.99003400182857
36000;7528;1.1;9.84105100182857
36900;7529;1.1;9.85658200045714
37800;7530;1.1;8.95886157051429
38700;7531;1.1;8.69276114057143
39600;7532;2.4;8.57978071062857
40500;7533;2.4;7.97929766057143
41400;7534;2.4;8.1608203248
42300;7535;2.4;8.46538584617143
43200;7536;4;7.1348485104
44100;7537;4;7.25782955965714
45000;7538;4;6.2105363256
45900;7539;4;5.80033166297143
46800;7540;5.5;5.38465842651429
47700;7541;5.5;4.97609728628572
48600;7542;5.5;4.3269190008
49500;7543;5.5;3.8664064296
50400;7544;6.5;3.48518814651429
51300;7545;6.5;2.96270349737143
52200;7546;6.5;2.44295313322286
53100;7547;6.5;1.87671991241143
54000;7548;7.8;1.72062954874286
54900;7549;7.8;0.980130732925714
55800;7550;7.8;0.682586202822857
56700;7551;7.8;1.69203024438857
57600;7552;8.5;0.585137142857143
58500;7553;8.5;0.642557142857143
59400;7554;8.5;0.34452
60300;7555;8.5;0.902314285714286
61200;7556;8.1;0.680837142857143
62100;7557;8.1;0.467562857142857
63000;7558;8.1;0.850362857142857
63900;7559;8.1;0.155854285714286
64800;7560;7.5;0.298037142857143
65700;7561;7.5;0.456291885291429
66600;7562;7.5;0.88524091368
67500;7563;7.5;1.45090422754286
68400;7564;5.5;1.80876182712
69300;7565;5.5;2.70074180156571
70200;7566;5.5;2.79704463291429
71100;7567;5.5;3.29528746354286
72000;7568;3;4.162658868
72900;7569;3;4.22881675097143
73800;7570;3;4.61488606011429
74700;7571;3;5.21422965737143
75600;7572;1.6;5.51553611177143
76500;7573;1.6;4.63967276708571
77400;7574;1.6;4.38996085097143
78300;7575;1.6;3.28441750628571
79200;7576;1.2;2.43863130373714
80100;7577;1.2;2.78177301805714
81000;7578;1.2;3.56513473165714
81900;7579;1.2;4.02311644765714
82800;7580;0.1;3.97798958982857
83700;7581;0.1;4.3102949472
84600;7582;0.1;5.2796888784
85500;7583;0.1;5.3303628072
86400;7584;-0.4;5.3810367384
