;index;T_amb_°C;HL_kW
0;7488;2.4;7.8928324768
900;7489;2.4;8.037127808
1800;7490;2.4;8.21150027885714
2700;7491;2.4;8.37083418148571
3600;7492;3;8.50009094125714
4500;7493;3;8.7283319104
5400;7494;3;8.9866500256
6300;7495;3;9.2449681408
7200;7496;1.6;9.5032862528
8100;7497;1.6;9.7574732384
9000;7498;1.6;10.0116602272
9900;7499;1.6;10.2658472128
10800;7500;0.3;10.5200341984
11700;7501;0.3;10.707084896
12600;7502;0.3;10.8941355936
13500;7503;0.3;11.0811862944
14400;7504;-0.2;11.268236992
15300;7505;-0.2;12.7603270464
16200;7506;-0.2;14.3235085325714
17100;7507;-0.2;15.8648157330286
18000;7508;0.9;17.3281957906286
18900;7509;0.9;17.3155937819429
19800;7510;0.9;17.3289674907429
20700;7511;0.9;17.2357040566857
21600;7512;0.5;16.9483063337143
22500;7513;0.5;16.8084809348571
23400;7514;0.5;16.8928669613714
24300;7515;0.5;17.9397215593143
25200;7516;0.1;19.1096190144
26100;7517;0.1;19.9422295049143
27000;7518;0.1;19.783661424
27900;7519;0.1;19.1479604891429
28800;7520;0.3;17.9284895510857
29700;7521;0.3;16.8200914980571
30600;7522;0.3;16.7643934418286
31500;7523;0.3;16.5104596745143
32400;7524;0.3;15.5524473357714
33300;7525;0.3;14.6706876214857
34200;7526;0.3;14.5449579072
35100;7527;0.3;13.9954139072
36000;7528;1.1;13.2613056214857
36900;7529;1.1;12.7985007625143
37800;7530;1.1;12.3110873321143
38700;7531;1.1;12.0971024731429
39600;7532;2.4;11.6356647570286
40500;7533;2.4;11.5103892617143
41400;7534;2.4;11.0952794806857
42300;7535;2.4;10.5024411282286
43200;7536;4;9.68949277577143
44100;7537;4;9.26605179382857
45000;7538;4;8.63343795794286
45900;7539;4;7.85317269348571
46800;7540;5.5;7.19458314011429
47700;7541;5.5;6.63434066742857
48600;7542;5.5;6.07409819154286
49500;7543;5.5;5.48241142994286
50400;7544;6.5;4.90029467154286
51300;7545;6.5;4.09883418697143
52200;7546;6.5;3.31924798715429
53100;7547;6.5;2.71192178797714
54000;7548;7.8;2.18388987451429
54900;7549;7.8;1.87374954866286
55800;7550;7.8;1.38177922281143
56700;7551;7.8;0.925354611565714
57600;7552;8.5;0.683571428571429
58500;7553;8.5;0.816184285714286
59400;7554;8.5;0.777904285714286
60300;7555;8.5;0.624784285714286
61200;7556;8.1;0.50721
62100;7557;8.1;0.272061428571429
63000;7558;8.1;0.088864285714286
63900;7559;8.1;0.136714285714286
64800;7560;7.5;0.222844285714286
65700;7561;7.5;0.923743466102857
66600;7562;7.5;1.48929550395429
67500;7563;7.5;2.03160611291429
68400;7564;5.5;2.53153529330286
69300;7565;5.5;3.24462049732571
70200;7566;5.5;3.94950284388571
71100;7567;5.5;4.63661233234286
72000;7568;3;5.21161610971429
72900;7569;3;5.6712337632
73800;7570;3;6.18553712777143
74700;7571;3;6.88713906697143
75600;7572;1.6;7.7377595776
76500;7573;1.6;6.88985321325714
77400;7574;1.6;5.59078970605714
78300;7575;1.6;4.63214477028571
79200;7576;1.2;3.64752411926857
80100;7577;1.2;4.0038778336
81000;7578;1.2;4.07449868982857
81900;7579;1.2;4.6605324064
82800;7580;0.1;5.2711746912
83700;7581;0.1;5.7470599296
84600;7582;0.1;6.2229451712
85500;7583;0.1;6.6988304096
86400;7584;-0.4;7.1747156512
