;index;T_amb_°C;HL_kW
0;7488;2.4;5.53265282297143
900;7489;2.4;3.906490656
1800;7490;2.4;3.9974599152
2700;7491;2.4;4.0884291744
3600;7492;3;4.20947557885714
4500;7493;3;4.3560541704
5400;7494;3;4.5327099072
6300;7495;3;4.7093656416
7200;7496;1.6;4.8860213784
8100;7497;1.6;5.0573378352
9000;7498;1.6;5.2286542944
9900;7499;1.6;5.3999707536
10800;7500;0.3;5.5712872128
11700;7501;0.3;5.6977700136
12600;7502;0.3;5.8242528144
13500;7503;0.3;5.9507356176
14400;7504;-0.2;6.0772184184
15300;7505;-0.2;7.30134246
16200;7506;-0.2;8.5254664992
17100;7507;-0.2;9.7495905408
18000;7508;0.9;11.4276060085714
18900;7509;0.9;11.0047124105143
19800;7510;0.9;10.8771216672
20700;7511;0.9;11.0147566405714
21600;7512;0.5;11.1195801853714
22500;7513;0.5;10.8263358318857
23400;7514;0.5;11.1674457641143
24300;7515;0.5;10.7101442653714
25200;7516;0.1;10.8434484833143
26100;7517;0.1;12.2211393212571
27000;7518;0.1;13.7874958710857
27900;7519;0.1;13.7050781376
28800;7520;0.3;12.5207432588571
29700;7521;0.3;13.3537883996571
30600;7522;0.3;13.0220278261714
31500;7523;0.3;11.4981186788571
32400;7524;0.3;11.4808009625143
33300;7525;0.3;9.50938362582857
34200;7526;0.3;9.44923200102857
35100;7527;0.3;9.64336894765714
36000;7528;1.1;8.92425446811428
36900;7529;1.1;8.72602811417143
37800;7530;1.1;8.68092176262857
38700;7531;1.1;8.03974112297143
39600;7532;2.4;8.1805662
40500;7533;2.4;8.37233220137143
41400;7534;2.4;6.928995348
42300;7535;2.4;7.13716706605714
43200;7536;4;6.175064496
44100;7537;4;5.84320691417143
45000;7538;4;5.50588076091429
45900;7539;4;5.19316318148571
46800;7540;5.5;4.6398284568
47700;7541;5.5;4.3469471736
48600;7542;5.5;4.13336017851429
49500;7543;5.5;3.83227604057143
50400;7544;6.5;3.53392618834286
51300;7545;6.5;3.23568789257143
52200;7546;6.5;3.34759245634286
53100;7547;6.5;2.65014844628571
54000;7548;7.8;2.39565872386286
54900;7549;7.8;3.54791369334857
55800;7550;7.8;2.58383151997714
56700;7551;7.8;2.47558077517714
57600;7552;8.5;2.01187288752
58500;7553;8.5;2.52230724075429
59400;7554;8.5;2.25347016541714
60300;7555;8.5;1.99283594722286
61200;7556;8.1;2.32827601474286
62100;7557;8.1;1.85605372131429
63000;7558;8.1;2.22052285621714
63900;7559;8.1;2.15844341993143
64800;7560;7.5;2.36705826912
65700;7561;7.5;2.72525135794286
66600;7562;7.5;2.8756387296
67500;7563;7.5;3.50999467508571
68400;7564;5.5;3.34867347771429
69300;7565;5.5;3.61348752994286
70200;7566;5.5;4.2474301512
71100;7567;5.5;4.17592706057143
72000;7568;3;4.42433539611429
72900;7569;3;4.83399194057143
73800;7570;3;4.94561134217143
74700;7571;3;5.07910502708572
75600;7572;1.6;5.83875014297143
76500;7573;1.6;4.48880136788571
77400;7574;1.6;3.39860973805714
78300;7575;1.6;2.23732667797714
79200;7576;1.2;1.51626361861714
80100;7577;1.2;1.82456098405714
81000;7578;1.2;1.62974977782857
81900;7579;1.2;1.91343857184
82800;7580;0.1;2.83421593704
83700;7581;0.1;2.7789855624
84600;7582;0.1;2.723755188
85500;7583;0.1;2.9747648136
86400;7584;-0.4;3.2257744392
