;index;T_amb_°C;HL_kW
0;7488;2.4;2.0212530638735
900;7489;2.4;2.01732084551981
1800;7490;2.4;2.07783964757429
2700;7491;2.4;2.10613293942469
3600;7492;3;2.06997524796927
4500;7493;3;2.03493915610524
5400;7494;3;2.06435412175173
6300;7495;3;2.09376908739821
7200;7496;1.6;2.12318401594234
8100;7497;1.6;2.22812868058977
9000;7498;1.6;2.33307330813484
9900;7499;1.6;2.43801797278226
10800;7500;0.3;2.54296260032733
11700;7501;0.3;2.65626471770812
12600;7502;0.3;2.76956687219126
13500;7503;0.3;2.88286898957206
14400;7504;-0.2;2.99617110695285
15300;7505;-0.2;2.95184192418925
16200;7506;-0.2;3.05985155403822
17100;7507;-0.2;3.12098767739707
18000;7508;0.9;3.0151371031644
18900;7509;0.9;3.29533213229067
19800;7510;0.9;3.63118944341724
20700;7511;0.9;3.73853859127851
21600;7512;0.5;3.42988569832345
22500;7513;0.5;3.37523255518038
23400;7514;0.5;3.80103251036414
24300;7515;0.5;6.28926511860913
25200;7516;0.1;9.0411609550579
26100;7517;0.1;11.2507611190734
27000;7518;0.1;11.3364071643539
27900;7519;0.1;10.399625658614
28800;7520;0.3;8.21190847569068
29700;7521;0.3;6.36251558689416
30600;7522;0.3;6.76890844948571
31500;7523;0.3;6.75051049575072
32400;7524;0.3;5.22337270899502
33300;7525;0.3;4.07393729289532
34200;7526;0.3;4.5445661625099
35100;7527;0.3;4.10702156273673
36000;7528;1.1;3.27398202790202
36900;7529;1.1;3.28715582773917
37800;7530;1.1;3.24759693741275
38700;7531;1.1;3.79395645153561
39600;7532;2.4;3.81005980610714
40500;7533;2.4;4.21597867915524
41400;7534;2.4;4.00082404571323
42300;7535;2.4;3.40482251059806
43200;7536;4;2.33715668976861
44100;7537;4;2.68192397222522
45000;7538;4;2.57846370366142
45900;7539;4;2.15860751673027
46800;7540;5.5;1.99948500326852
47700;7541;5.5;2.12186524252083
48600;7542;5.5;2.24424548177314
49500;7543;5.5;2.29924510878056
50400;7544;6.5;2.37475187864511
51300;7545;6.5;2.13634992327289
52200;7546;6.5;1.94482147439078
53100;7547;6.5;2.12242155983489
54000;7548;7.8;2.46993800891196
54900;7549;7.8;2.66594592527492
55800;7550;7.8;2.47231809024982
56700;7551;7.8;2.35485968008216
57600;7552;8.5;2.69734718828185
58500;7553;8.5;3.0105341199556
59400;7554;8.5;2.95752210913986
60300;7555;8.5;2.65842434693605
61200;7556;8.1;2.4354960095897
62100;7557;8.1;1.95962639067652
63000;7558;8.1;1.59508126155927
63900;7559;8.1;1.72563715285017
64800;7560;7.5;1.93822161556965
65700;7561;7.5;2.24749859732264
66600;7562;7.5;2.26674602434125
67500;7563;7.5;2.23619035303302
68400;7564;5.5;2.11481737188836
69300;7565;5.5;2.31367072833102
70200;7566;5.5;2.49494657085563
71100;7567;5.5;2.63813771950268
72000;7568;3;2.54110233753749
72900;7569;3;2.41534382421913
73800;7570;3;2.40676898437017
74700;7571;3;2.79954822615385
75600;7572;1.6;3.51165297814162
76500;7573;1.6;3.95954930325811
77400;7574;1.6;3.4406802851498
78300;7575;1.6;3.65127967149077
79200;7576;1.2;3.80621681293379
80100;7577;1.2;3.317736204177
81000;7578;1.2;2.21697093864501
81900;7579;1.2;2.220661795562
82800;7580;0.1;2.27708530554022
83700;7581;0.1;2.33650835499933
84600;7582;0.1;2.39593140445844
85500;7583;0.1;2.45535445391754
86400;7584;-0.4;2.51477750337665
