;index;T_amb_°C;HL_kW
0;7488;2.4;0.23106545008
900;7489;2.4;0.30028529072
1800;7490;2.4;0.3695051312
2700;7491;2.4;0.43872497184
3600;7492;3;0.50794481248
4500;7493;3;0.60325180448
5400;7494;3;0.69855879664
6300;7495;3;0.7938657888
7200;7496;1.6;0.88917278096
8100;7497;1.6;0.97884412384
9000;7498;1.6;1.06851546672
9900;7499;1.6;1.1581868096
10800;7500;0.3;1.24785815248
11700;7501;0.3;1.31813573824
12600;7502;0.3;1.388413324
13500;7503;0.3;1.45869090976
14400;7504;-0.2;1.52896849552
15300;7505;-0.2;2.328764088
16200;7506;-0.2;3.51135968
17100;7507;-0.2;3.99397812914286
18000;7508;0.9;4.728150864
18900;7509;0.9;4.6866713456
19800;7510;0.9;4.92955754148572
20700;7511;0.9;4.6037123104
21600;7512;0.5;5.04346707771429
22500;7513;0.5;4.520049856
23400;7514;0.5;4.4778669216
24300;7515;0.5;5.10284969988571
25200;7516;0.1;6.85435819405714
26100;7517;0.1;6.3886615808
27000;7518;0.1;5.68234782628572
27900;7519;0.1;6.73691407017143
28800;7520;0.3;6.76338888548571
29700;7521;0.3;5.49388868571428
30600;7522;0.3;4.67281134468571
31500;7523;0.3;3.8407968592
32400;7524;0.3;3.87281665942857
33300;7525;0.3;3.6301661424
34200;7526;0.3;3.5078241952
35100;7527;0.3;3.3854822496
36000;7528;1.1;3.51469458811429
36900;7529;1.1;3.0646901392
37800;7530;1.1;3.18341711725714
38700;7531;1.1;3.37870409531429
39600;7532;2.4;2.4693396464
40500;7533;2.4;2.2285081696
41400;7534;2.4;1.9876766928
42300;7535;2.4;1.7468452176
43200;7536;4;1.5060137408
44100;7537;4;1.23816659888
45000;7538;4;0.9703194568
45900;7539;4;0.70247231488
46800;7540;5.5;0.43462517296
47700;7541;5.5;0.424403165394286
48600;7542;5.5;0.21731258656
49500;7543;5.5;0.10865629328
50400;7544;6.5;0.3828
51300;7545;6.5;0
52200;7546;6.5;0
53100;7547;6.5;1.18121142857143
54000;7548;7.8;0.415611428571429
54900;7549;7.8;0.45936
55800;7550;7.8;0.22968
56700;7551;7.8;0.743725714285714
57600;7552;8.5;0.349988571428571
58500;7553;8.5;0.30624
59400;7554;8.5;0.645291428571429
60300;7555;8.5;0
61200;7556;8.1;0.22968
62100;7557;8.1;0
63000;7558;8.1;0
63900;7559;8.1;0
64800;7560;7.5;0
65700;7561;7.5;0.284365714285714
66600;7562;7.5;0
67500;7563;7.5;0
68400;7564;5.5;0.360925714285714
69300;7565;5.5;0
70200;7566;5.5;0
71100;7567;5.5;0.185931428571429
72000;7568;3;0.185931428571429
72900;7569;3;0.054685714285714
73800;7570;3;0.61248
74700;7571;3;0.185931428571429
75600;7572;1.6;0
76500;7573;1.6;0
77400;7574;1.6;0.524982857142857
78300;7575;1.6;0
79200;7576;1.2;0
80100;7577;1.2;0
81000;7578;1.2;0.61248
81900;7579;1.2;0.30624
82800;7580;0.1;0
83700;7581;0.1;0
84600;7582;0.1;0
85500;7583;0.1;0
86400;7584;-0.4;0
