;index;T_amb_°C;HL_kW
0;7488;2.4;2.519557424
900;7489;2.4;2.5982302176
1800;7490;2.4;2.6769030128
2700;7491;2.4;2.7555758064
3600;7492;3;2.8342486016
4500;7493;3;2.950484336
5400;7494;3;3.066720072
6300;7495;3;3.1829558064
7200;7496;1.6;3.2991915408
8100;7497;1.6;3.4066516208
9000;7498;1.6;3.5141116992
9900;7499;1.6;3.6215717776
10800;7500;0.3;3.729031856
11700;7501;0.3;3.8029810576
12600;7502;0.3;3.8769302576
13500;7503;0.3;3.9508794592
14400;7504;-0.2;4.0248286608
15300;7505;-0.2;4.7250558816
16200;7506;-0.2;5.808083104
17100;7507;-0.2;6.19113318194286
18000;7508;0.9;6.8257375456
18900;7509;0.9;6.7026422272
19800;7510;0.9;6.86391262148572
20700;7511;0.9;6.4564515888
21600;7512;0.5;6.81459055611429
22500;7513;0.5;6.2381723488
23400;7514;0.5;6.1429884272
24300;7515;0.5;6.71497022148571
25200;7516;0.1;8.41347772845714
26100;7517;0.1;7.8907176608
27000;7518;0.1;7.12734045028571
27900;7519;0.1;8.12484323817143
28800;7520;0.3;8.09425459908571
29700;7521;0.3;6.76627882491429
30600;7522;0.3;5.88672590788571
31500;7523;0.3;4.996235848
32400;7524;0.3;4.96978007382857
33300;7525;0.3;4.6528355136
34200;7526;0.3;4.4561995248
35100;7527;0.3;4.2595635344
36000;7528;1.1;4.31448183131429
36900;7529;1.1;3.7322156144
37800;7530;1.1;3.71868082605714
38700;7531;1.1;3.78170603771429
39600;7532;2.4;2.7400798208
40500;7533;2.4;2.3137097024
41400;7534;2.4;1.887339584
42300;7535;2.4;1.46096946624
43200;7536;4;1.03459934816
44100;7537;4;0.7759495112
45000;7538;4;0.51729967408
45900;7539;4;0.25864983712
46800;7540;5.5;0
47700;7541;5.5;0.098434285714286
48600;7542;5.5;0
49500;7543;5.5;0
50400;7544;6.5;0.3828
51300;7545;6.5;0
52200;7546;6.5;0
53100;7547;6.5;1.18121142857143
54000;7548;7.8;0.415611428571429
54900;7549;7.8;0.45936
55800;7550;7.8;0.22968
56700;7551;7.8;0.743725714285714
57600;7552;8.5;0.349988571428571
58500;7553;8.5;0.30624
59400;7554;8.5;0.645291428571429
60300;7555;8.5;0
61200;7556;8.1;0.22968
62100;7557;8.1;0
63000;7558;8.1;0
63900;7559;8.1;0
64800;7560;7.5;0
65700;7561;7.5;0.284365714285714
66600;7562;7.5;0
67500;7563;7.5;0
68400;7564;5.5;0.360925714285714
69300;7565;5.5;0
70200;7566;5.5;0
71100;7567;5.5;0.185931428571429
72000;7568;3;0.185931428571429
72900;7569;3;0.361700598125714
73800;7570;3;1.22650976784
74700;7571;3;1.10697608025143
75600;7572;1.6;1.22805953568
76500;7573;1.6;0.92104465168
77400;7574;1.6;1.13901262498286
78300;7575;1.6;0.30701488384
79200;7576;1.2;0
80100;7577;1.2;0.22671235808
81000;7578;1.2;1.06590471616
81900;7579;1.2;0.98637707408
82800;7580;0.1;0.90684943216
83700;7581;0.1;1.18670254528
84600;7582;0.1;1.46655565856
85500;7583;0.1;1.7464087712
86400;7584;-0.4;2.0262618848
