;index;T_amb_°C;HL_kW
0;7488;2.4;3.8155213944
900;7489;2.4;3.906490656
1800;7490;2.4;3.9974599152
2700;7491;2.4;5.80556060297143
3600;7492;3;4.179398436
4500;7493;3;4.3560541704
5400;7494;3;4.5327099072
6300;7495;3;4.73944278445714
7200;7496;1.6;4.8860213784
8100;7497;1.6;5.0573378352
9000;7498;1.6;5.2286542944
9900;7499;1.6;5.3999707536
10800;7500;0.3;5.5712872128
11700;7501;0.3;5.6977700136
12600;7502;0.3;5.8242528144
13500;7503;0.3;5.9507356176
14400;7504;-0.2;6.0772184184
15300;7505;-0.2;7.30134246
16200;7506;-0.2;8.5254664992
17100;7507;-0.2;9.7495905408
18000;7508;0.9;10.97371458
18900;7509;0.9;10.9254181248
19800;7510;0.9;10.8771216672
20700;7511;0.9;11.2827166405714
21600;7512;0.5;10.8598230425143
22500;7513;0.5;10.7333701176
23400;7514;0.5;10.8721429069714
24300;7515;0.5;10.9781042653714
25200;7516;0.1;10.6848599118857
26100;7517;0.1;10.9688364641143
27000;7518;0.1;10.4544015853714
27900;7519;0.1;10.5305724233143
28800;7520;0.3;11.9082632588571
29700;7521;0.3;13.4549569710857
30600;7522;0.3;13.3528763976
31500;7523;0.3;12.1488786788571
32400;7524;0.3;12.9819238196571
33300;7525;0.3;12.5799864829714
34200;7526;0.3;10.9859005724571
35100;7527;0.3;10.8984060905143
36000;7528;1.1;8.92698875382857
36900;7529;1.1;8.75610525702857
37800;7530;1.1;8.83951033405714
38700;7531;1.1;8.00966398011429
39600;7532;2.4;7.81143762857143
40500;7533;2.4;7.69422934422857
41400;7534;2.4;6.98094677657143
42300;7535;2.4;7.0496699232
43200;7536;4;7.24143592457143
44100;7537;4;5.7912554856
45000;7538;4;5.99258361805714
45900;7539;4;5.0236374672
46800;7540;5.5;4.69177988537143
47700;7541;5.5;4.42624145931429
48600;7542;5.5;4.18531160708571
49500;7543;5.5;3.703764612
50400;7544;6.5;3.4108833312
51300;7545;6.5;3.24389074971429
52200;7546;6.5;2.98940102777143
53100;7547;6.5;2.73764558914286
54000;7548;7.8;2.43940729529143
54900;7549;7.8;2.65106797906286
55800;7550;7.8;2.05338009140571
56700;7551;7.8;1.89864648946286
57600;7552;8.5;3.05090145894857
58500;7553;8.5;2.20513009789714
59400;7554;8.5;2.21519016541714
60300;7555;8.5;1.86979309008
61200;7556;8.1;2.38022744331429
62100;7557;8.1;2.38103657845714
63000;7558;8.1;2.39004857050286
63900;7559;8.1;2.99513484850286
64800;7560;7.5;2.52291255483429
65700;7561;7.5;2.90024564365714
66600;7562;7.5;2.85103015817143
67500;7563;7.5;3.0725089608
68400;7564;5.5;3.43070204914286
69300;7565;5.5;3.6052846728
70200;7566;5.5;4.26383586548571
71100;7567;5.5;4.12670991771429
72000;7568;3;4.39152396754286
72900;7569;3;4.973440512
73800;7570;3;4.84991134217143
74700;7571;3;5.04629359851429
75600;7572;1.6;5.45595014297143
76500;7573;1.6;4.31380708217143
77400;7574;1.6;3.19353830948571
78300;7575;1.6;2.69942096369143
79200;7576;1.2;1.34947219004571
80100;7577;1.2;1.61402098405714
81000;7578;1.2;1.80747834925714
81900;7579;1.2;2.44115571469714
82800;7580;0.1;2.74945307989714
83700;7581;0.1;2.49735413382857
84600;7582;0.1;2.723755188
85500;7583;0.1;3.5872448136
86400;7584;-0.4;3.5320144392
