;index;T_amb_°C;HL_kW
0;7488;2.4;2.5436809296
900;7489;2.4;2.604327104
1800;7490;2.4;2.6649732768
2700;7491;2.4;2.7256194496
3600;7492;3;2.786265624
4500;7493;3;2.9040361136
5400;7494;3;3.0218066048
6300;7495;3;3.1395770944
7200;7496;1.6;3.2573475856
8100;7497;1.6;3.3715585568
9000;7498;1.6;3.4857695296
9900;7499;1.6;3.5999805024
10800;7500;0.3;3.7141914752
11700;7501;0.3;3.7985133424
12600;7502;0.3;3.8828352096
13500;7503;0.3;3.9671570784
14400;7504;-0.2;4.0514789456
15300;7505;-0.2;4.86756164
16200;7506;-0.2;6.0664443328
17100;7507;-0.2;6.56534988434286
18000;7508;0.9;7.31580972
18900;7509;0.9;7.2836120832
19800;7510;0.9;7.53578015908572
20700;7511;0.9;7.219216808
21600;7512;0.5;7.66825345691429
22500;7513;0.5;7.1555800784
23400;7514;0.5;7.1241409856
24300;7515;0.5;7.75986760548572
25200;7516;0.1;9.52211994125714
26100;7517;0.1;9.0588547856
27000;7518;0.1;8.35497248548571
27900;7519;0.1;9.41197018697143
28800;7520;0.3;9.44087645828571
29700;7521;0.3;8.17702845691429
30600;7522;0.3;7.36160331268571
31500;7523;0.3;6.535241024
32400;7524;0.3;6.57291302262857
33300;7525;0.3;6.3231833696
34200;7526;0.3;6.1937622864
35100;7527;0.3;6.0643412032
36000;7528;1.1;6.18647440731429
36900;7529;1.1;5.7316777904
37800;7530;1.1;5.84561260365714
38700;7531;1.1;6.03610741531429
39600;7532;2.4;5.1219508
40500;7533;2.4;4.8706405152
41400;7534;2.4;4.619330232
42300;7535;2.4;4.3680199488
43200;7536;4;4.116709664
44100;7537;4;3.8608369904
45000;7538;4;3.6049643168
45900;7539;4;3.3490916448
46800;7540;5.5;3.0932189712
47700;7541;5.5;2.98363906811428
48600;7542;5.5;2.6771905952
49500;7543;5.5;2.469176408
50400;7544;6.5;2.6439622208
51300;7545;6.5;2.084210976
52200;7546;6.5;1.9072597328
53100;7547;6.5;2.91151991657143
54000;7548;7.8;1.96896867305143
54900;7549;7.8;1.90227008128
55800;7550;7.8;1.56214291808
56700;7551;7.8;1.96574146916571
57600;7552;8.5;1.46155716310857
58500;7553;8.5;1.38623530336
59400;7554;8.5;1.69371344361143
60300;7555;8.5;1.01684872672
61200;7556;8.1;1.2149554384
62100;7557;8.1;1.1334662904
63000;7558;8.1;1.28165714224
63900;7559;8.1;1.42984799424
64800;7560;7.5;1.57803884608
65700;7561;7.5;2.01917138148571
66600;7562;7.5;1.8915724864
67500;7563;7.5;2.0483393072
68400;7564;5.5;2.56603184228571
69300;7565;5.5;2.3780031152
70200;7566;5.5;2.5509001008
71100;7567;5.5;2.90972851657143
72000;7568;3;3.08262550217143
72900;7569;3;3.08959272228571
73800;7570;3;3.7855999424
74700;7571;3;3.49726430377143
75600;7572;1.6;3.4495458096
76500;7573;1.6;2.7519171024
77400;7574;1.6;2.57927125394286
78300;7575;1.6;1.35665969008
79200;7576;1.2;0.65903098384
80100;7577;1.2;0.8645625608
81000;7578;1.2;1.6825741376
81900;7579;1.2;1.58186571456
82800;7580;0.1;1.48115729136
83700;7581;0.1;1.6484970416
84600;7582;0.1;1.815836792
85500;7583;0.1;1.9831765424
86400;7584;-0.4;2.1505162928
