;index;T_amb_°C;HL_kW
0;7488;2.4;1.94819687865143
900;7489;2.4;0.30028529072
1800;7490;2.4;0.3695051312
2700;7491;2.4;0.43872497184
3600;7492;3;0.50794481248
4500;7493;3;0.60325180448
5400;7494;3;0.69855879664
6300;7495;3;0.7938657888
7200;7496;1.6;0.88917278096
8100;7497;1.6;0.97884412384
9000;7498;1.6;1.06851546672
9900;7499;1.6;1.1581868096
10800;7500;0.3;1.24785815248
11700;7501;0.3;1.31813573824
12600;7502;0.3;1.388413324
13500;7503;0.3;1.45869090976
14400;7504;-0.2;1.52896849552
15300;7505;-0.2;2.328764088
16200;7506;-0.2;3.12855968
17100;7507;-0.2;3.928355272
18000;7508;0.9;5.110950864
18900;7509;0.9;4.75229420274286
19800;7510;0.9;4.6451918272
20700;7511;0.9;4.6037123104
21600;7512;0.5;4.84659850628571
22500;7513;0.5;4.520049856
23400;7514;0.5;4.95910120731429
24300;7515;0.5;4.4356839856
25200;7516;0.1;4.3935010512
26100;7517;0.1;4.98870729508572
27000;7518;0.1;6.71043925485714
27900;7519;0.1;6.2447426416
28800;7520;0.3;5.53842888548571
29700;7521;0.3;6.57666582857143
30600;7522;0.3;6.58681134468571
31500;7523;0.3;5.31731114491429
32400;7524;0.3;4.49623380228571
33300;7525;0.3;3.6301661424
34200;7526;0.3;3.62813276662857
35100;7527;0.3;3.3854822496
36000;7528;1.1;3.2631403024
36900;7529;1.1;3.0646901392
37800;7530;1.1;3.11779426011429
38700;7531;1.1;2.6677898096
39600;7532;2.4;2.78651678925714
40500;7533;2.4;2.93942245531429
41400;7534;2.4;1.9876766928
42300;7535;2.4;1.7468452176
43200;7536;4;1.5060137408
44100;7537;4;1.23816659888
45000;7538;4;0.9703194568
45900;7539;4;0.70247231488
46800;7540;5.5;0.43462517296
47700;7541;5.5;0.32596887968
48600;7542;5.5;0.21731258656
49500;7543;5.5;0.207090578994286
50400;7544;6.5;0
51300;7545;6.5;0
52200;7546;6.5;0.3828
53100;7547;6.5;0
54000;7548;7.8;0
54900;7549;7.8;1.18121142857143
55800;7550;7.8;0.415611428571429
56700;7551;7.8;0.45936
57600;7552;8.5;0.22968
58500;7553;8.5;0.743725714285714
59400;7554;8.5;0.349988571428571
60300;7555;8.5;0.30624
61200;7556;8.1;0.645291428571429
62100;7557;8.1;0
63000;7558;8.1;0.22968
63900;7559;8.1;0
64800;7560;7.5;0
65700;7561;7.5;0
66600;7562;7.5;0
67500;7563;7.5;0.284365714285714
68400;7564;5.5;0
69300;7565;5.5;0
70200;7566;5.5;0.360925714285714
71100;7567;5.5;0
72000;7568;3;0
72900;7569;3;0.185931428571429
73800;7570;3;0.185931428571429
74700;7571;3;0.054685714285714
75600;7572;1.6;0.61248
76500;7573;1.6;0.185931428571429
77400;7574;1.6;0
78300;7575;1.6;0
79200;7576;1.2;0.524982857142857
80100;7577;1.2;0
81000;7578;1.2;0
81900;7579;1.2;0
82800;7580;0.1;0.61248
83700;7581;0.1;0.30624
84600;7582;0.1;0
85500;7583;0.1;0
86400;7584;-0.4;0
